Point_Number,X_GaussKruger,Y_GaussKruger
1933,4396375.66,4591726.93
1934,4396416.06,4591726.93
1935,4396456.46,4591726.93
1936,4396496.86,4591726.93
1937,4396537.26,4591726.93
1938,4396577.66,4591726.93
1939,4396618.06,4591726.93
1940,4396658.46,4591726.93
1941,4396698.86,4591726.93
1942,4396739.26,4591726.93
1943,4396779.65,4591726.93
1944,4396820.05,4591726.93
1945,4396860.45,4591726.93
1946,4396900.85,4591726.93
1947,4396941.25,4591814.91
1948,4396981.65,4591814.91
1949,4397022.05,4591814.91
1950,4397062.45,4591814.91
1951,4397102.85,4591814.91
1952,4397143.25,4591814.91
1953,4397183.65,4591726.93
1954,4397183.65,4591814.91
1955,4397224.05,4591902.88
1956,4397264.45,4591902.88
1957,4397304.85,4591902.88
1958,4397345.25,4591902.88
1959,4397385.65,4591902.88
1960,4397426.05,4591902.88
1961,4397466.45,4591902.88
1962,4397506.85,4591902.88
1963,4397547.25,4591990.85
1964,4397587.65,4591990.85
1965,4397628.05,4591990.85
1966,4397668.45,4592078.82
1967,4397708.85,4591990.85
1968,4397749.25,4592078.82
1969,4397789.65,4592078.82
1970,4397789.65,4592166.79
1971,4397830.04,4592254.76
1972,4397870.44,4592254.76
1973,4397910.84,4592342.73
1974,4397951.24,4592254.76
1975,4397951.24,4592342.73
1976,4397991.64,4592430.71
1977,4397991.64,4592518.68
1978,4397991.64,4592606.65
1979,4398032.04,4592694.62
1980,4397991.64,4592694.62
1981,4397951.24,4592782.59
1982,4397910.84,4592870.56
1983,4397951.24,4592958.53
1984,4397910.84,4592958.53
1985,4397870.44,4592958.53
1986,4397830.04,4593046.51
1987,4397789.65,4593046.51
1988,4397749.25,4593046.51
1989,4397708.85,4593046.51
1990,4397668.45,4593046.51
1991,4397628.05,4592958.53
1992,4397587.65,4592958.53
1993,4397547.25,4592958.53
1994,4397506.85,4592958.53
1995,4397466.45,4592870.56
1996,4397426.05,4592870.56
1997,4397385.65,4592870.56
1998,4397345.25,4592870.56
1999,4397304.85,4592958.53
2000,4397264.45,4592870.56
2001,4397224.05,4592870.56
2002,4397183.65,4592782.59
2003,4397143.25,4592782.59
2004,4397102.85,4592870.56
2005,4397062.45,4592782.59
2006,4397022.05,4592694.62
2007,4396981.65,4592694.62
2008,4396941.25,4592694.62
2009,4396900.85,4592694.62
2010,4396860.45,4592694.62
2011,4396820.05,4592694.62
2012,4396779.65,4592606.65
2013,4396739.26,4592694.62
2014,4396739.26,4592606.65
2015,4396698.86,4592518.68
2016,4396658.46,4592518.68
2017,4396618.06,4592518.68
2018,4396577.66,4592518.68
2019,4396537.26,4592518.68
2020,4396496.86,4592518.68
2021,4396456.46,4592518.68
2022,4396416.06,4592518.68
2023,4396375.66,4592518.68
2024,4396335.26,4592518.68
2025,4396294.86,4592518.68
2026,4396254.46,4592518.68
2027,4396214.06,4592518.68
2028,4396173.66,4592518.68
2029,4396133.26,4592518.68
2030,4396092.86,4592518.68
2031,4396052.46,4592518.68
2032,4396012.06,4592518.68
2033,4395971.66,4592518.68
2034,4395931.26,4592518.68
2035,4395890.86,4592518.68
2036,4395850.46,4592518.68
2037,4395810.06,4592518.68
2038,4395769.66,4592606.65
2039,4395769.66,4592694.62
2040,4395729.27,4592606.65
2041,4395688.87,4592606.65
2042,4395648.47,4592694.62
2043,4395608.07,4592606.65
2044,4395567.67,4592694.62
2045,4395527.27,4592694.62
2046,4395486.87,4592606.65
2047,4395446.47,4592606.65
2048,4395406.07,4592606.65
2049,4395365.67,4592606.65
2050,4395325.27,4592606.65
2051,4395284.87,4592606.65
2052,4395244.47,4592694.62
2053,4395204.07,4592694.62
2054,4395163.67,4592694.62
2055,4395123.27,4592694.62
2056,4395082.87,4592694.62
2057,4395042.47,4592694.62
2058,4395002.07,4592694.62
2059,4394961.67,4592694.62
2060,4394921.27,4592694.62
2061,4394880.87,4592694.62
2062,4394840.47,4592694.62
2063,4394800.07,4592694.62
2064,4394759.67,4592782.59
2065,4394759.67,4592870.56
2066,4394719.27,4592782.59
2067,4394678.88,4592870.56
2068,4394638.48,4592870.56
2069,4394598.08,4592870.56
2070,4394557.68,4592958.53
2071,4394517.28,4592958.53
2072,4394476.88,4593046.51
2073,4394436.48,4593046.51
2074,4394396.08,4593046.51
2075,4394355.68,4593134.48
2076,4394315.28,4593134.48
2077,4394274.88,4593222.45
2078,4394234.48,4593222.45
2079,4394194.08,4593310.42
2080,4394153.68,4593310.42
2081,4394113.28,4593398.39
2082,4394072.88,4593398.39
2083,4394032.48,4593486.36
2084,4393992.08,4593574.33
2085,4393951.68,4593574.33
2086,4393911.28,4593662.3
2087,4393870.88,4593750.28
2088,4393830.48,4593750.28
2089,4393790.08,4593838.25
2090,4393749.68,4593926.22
2091,4393709.28,4593926.22
2092,4393668.88,4594014.19
2093,4393668.88,4594102.16
2094,4393628.49,4594102.16
2095,4393588.09,4594102.16
2096,4393547.69,4594190.13
2097,4393507.29,4594190.13
2098,4393466.89,4594278.1
2099,4393426.49,4594366.08
2100,4393386.09,4594366.08
2101,4393345.69,4594454.05
2102,4393305.29,4594542.02
2103,4393264.89,4594542.02
2104,4393224.49,4594629.99
2105,4393184.09,4594717.96
2106,4393143.69,4594805.93
2107,4393103.29,4594893.9
2108,4393062.89,4594893.9
2109,4393022.49,4594981.88
2110,4393022.49,4595069.85
2111,4392982.09,4595069.85
2112,4392941.69,4595157.82
2113,4392982.09,4595245.79
2114,4392941.69,4595245.79
2115,4392901.29,4595333.76
2116,4392860.89,4595421.73
2117,4392860.89,4595509.7
2118,4392901.29,4595597.68
2119,4392860.89,4595597.68
2120,4392820.49,4595685.65
2121,4392860.89,4595773.62
2122,4392860.89,4595861.59
2123,4392860.89,4595949.56
2124,4392901.29,4596037.53
2125,4392941.69,4596125.5
2126,4392982.09,4596213.47
2127,4393022.49,4596213.47
2128,4393022.49,4596301.45
2129,4393062.89,4596389.42
2130,4393103.29,4596477.39
2131,4393143.69,4596389.42
2132,4393143.69,4596477.39
2133,4393143.69,4596565.36
2134,4393184.09,4596653.33
2135,4393184.09,4596741.3
2136,4393143.69,4596741.3
2137,4393103.29,4596829.27
2138,4393062.89,4596917.25
2139,4393022.49,4596917.25
2140,4392982.09,4596917.25
2141,4392941.69,4596917.25
2142,4392901.29,4597005.22
2143,4392860.89,4597005.22
2144,4392820.49,4597005.22
2145,4392780.09,4597093.19
2146,4392739.69,4597093.19
2147,4392699.29,4597093.19
2148,4392658.89,4597181.16
2149,4392618.5,4597181.16
2150,4392578.1,4597181.16
2151,4392537.7,4597181.16
2152,4392497.3,4597269.13
2153,4392456.9,4597269.13
2154,4392416.5,4597269.13
2155,4392376.1,4597269.13
2156,4392335.7,4597357.1
2157,4392295.3,4597357.1
2158,4392254.9,4597357.1
2159,4392214.5,4597269.13
2160,4392174.1,4597269.13
2161,4392133.7,4597181.16
2162,4392093.3,4597269.13
2163,4392093.3,4597181.16
2164,4392052.9,4597093.19
2165,4392012.5,4597093.19
2166,4391972.1,4597093.19
2167,4391931.7,4597093.19
2168,4391891.3,4597005.22
2169,4391850.9,4596917.25
2170,4391810.5,4596917.25
2171,4391770.1,4596917.25
2172,4391729.7,4596917.25
2173,4391689.3,4597005.22
2174,4391648.9,4597093.19
2175,4391648.9,4597181.16
2176,4391689.3,4597269.13
2177,4391648.9,4597269.13
2178,4391608.5,4597269.13
2179,4391568.11,4597269.13
2180,4391527.71,4597357.1
2181,4391568.11,4597445.07
2182,4391568.11,4597533.05
2183,4391608.5,4597621.02
2184,4391608.5,4597708.99
2185,4391608.5,4597796.96
2186,4391568.11,4597708.99
2187,4391527.71,4597796.96
2188,4391487.31,4597796.96
2189,4391446.91,4597884.93
2190,4391406.51,4597972.9
2191,4391366.11,4598060.87
2192,4391366.11,4598148.85
2193,4391325.71,4598148.85
2194,4391285.31,4598148.85
2195,4391244.91,4598236.82
2196,4391244.91,4598324.79
2197,4391285.31,4598412.76
2198,4391244.91,4598500.73
2199,4391285.31,4598588.7
2200,4391244.91,4598676.67
2201,4391285.31,4598764.64
2202,4391325.71,4598852.62
2203,4391366.11,4598940.59
2204,4391406.51,4599028.56
2205,4391446.91,4599028.56
2206,4391487.31,4599116.53
2207,4391527.71,4599116.53
2208,4391568.11,4599116.53
2209,4391608.5,4599116.53
2210,4391648.9,4599116.53
2211,4391689.3,4599028.56
2212,4391729.7,4599028.56
2213,4391770.1,4598940.59
2214,4391810.5,4598940.59
2215,4391850.9,4599028.56
2216,4391891.3,4599028.56
2217,4391931.7,4598940.59
2218,4391972.1,4598940.59
2219,4392012.5,4598940.59
2220,4392052.9,4598940.59
2221,4392093.3,4598940.59
2222,4392133.7,4598940.59
2223,4392174.1,4598940.59
2224,4392214.5,4598940.59
2225,4392254.9,4598940.59
2226,4392295.3,4598940.59
2227,4392335.7,4599028.56
2228,4392376.1,4599028.56
2229,4392416.5,4599028.56
2230,4392456.9,4599116.53
2231,4392497.3,4599028.56
2232,4392537.7,4599116.53
2233,4392578.1,4599116.53
2234,4392618.5,4599116.53
2235,4392658.89,4599204.5
2236,4392699.29,4599204.5
2237,4392739.69,4599204.5
2238,4392780.09,4599204.5
2239,4392820.49,4599204.5
2240,4392860.89,4599292.47
2241,4392901.29,4599380.44
2242,4392901.29,4599468.42
2243,4392901.29,4599556.39
2244,4392901.29,4599644.36
2245,4392901.29,4599732.33
2246,4392860.89,4599820.3
2247,4392860.89,4599908.27
2248,4392820.49,4599820.3
2249,4392780.09,4599908.27
2250,4392739.69,4599908.27
2251,4392699.29,4599996.24
2252,4392658.89,4599996.24
2253,4392618.5,4599996.24
2254,4392578.1,4599908.27
2255,4392537.7,4599908.27
2256,4392497.3,4599908.27
2257,4392456.9,4599908.27
2258,4392416.5,4599820.3
2259,4392416.5,4599732.33
2260,4392376.1,4599644.36
2261,4392335.7,4599644.36
2262,4392295.3,4599556.39
2263,4392254.9,4599468.42
2264,4392214.5,4599380.44
2265,4392174.1,4599380.44
2266,4392133.7,4599468.42
2267,4392133.7,4599556.39
2268,4392093.3,4599556.39
2269,4392052.9,4599556.39
2270,4392012.5,4599644.36
2271,4392012.5,4599732.33
2272,4391972.1,4599820.3
2273,4391972.1,4599908.27
2274,4391931.7,4599996.24
2275,4391891.3,4599908.27
2276,4391850.9,4599996.24
2277,4391850.9,4600084.22
2278,4391810.5,4600172.19
2279,4391770.1,4600260.16
2280,4391770.1,4600348.13
2281,4391810.5,4600436.1
2282,4391850.9,4600436.1
2283,4391891.3,4600524.07
2284,4391931.7,4600524.07
2285,4391972.1,4600524.07
2286,4392012.5,4600612.04
2287,4392052.9,4600700.02
2288,4392093.3,4600700.02
2289,4392133.7,4600700.02
2290,4392174.1,4600700.02
2291,4392214.5,4600700.02
2292,4392254.9,4600700.02
2293,4392295.3,4600700.02
2294,4392335.7,4600700.02
2295,4392376.1,4600700.02
2296,4392416.5,4600700.02
2297,4392456.9,4600787.99
2298,4392416.5,4600787.99
2299,4392376.1,4600875.96
2300,4392376.1,4600963.93
2301,4392335.7,4600963.93
2302,4392295.3,4600963.93
2303,4392254.9,4601051.9
2304,4392214.5,4601139.87
2305,4392174.1,4601227.84
2306,4392133.7,4601315.81
2307,4392133.7,4601403.79
2308,4392093.3,4601491.76
2309,4392052.9,4601403.79
2310,4392012.5,4601491.76
2311,4391972.1,4601491.76
2312,4391931.7,4601579.73
2313,4391891.3,4601579.73
2314,4391850.9,4601579.73
2315,4391810.5,4601579.73
2316,4391770.1,4601491.76
2317,4391729.7,4601491.76
2318,4391689.3,4601491.76
2319,4391648.9,4601491.76
2320,4391608.5,4601403.79
2321,4391568.11,4601315.81
2322,4391527.71,4601315.81
2323,4391487.31,4601403.79
2324,4391446.91,4601491.76
2325,4391406.51,4601579.73
2326,4391366.11,4601667.7
2327,4391325.71,4601667.7
2328,4391285.31,4601667.7
2329,4391244.91,4601755.67
2330,4391204.51,4601843.64
2331,4391244.91,4601931.61
2332,4391285.31,4601931.61
2333,4391285.31,4602019.59
2334,4391244.91,4602019.59
2335,4391204.51,4602019.59
2336,4391164.11,4602019.59
2337,4391123.71,4602019.59
2338,4391083.31,4602107.56
2339,4391042.91,4602195.53
2340,4391002.51,4602195.53
2341,4390962.11,4602195.53
2342,4390921.71,4602283.5
2343,4390881.31,4602283.5
2344,4390840.91,4602283.5
2345,4390800.51,4602283.5
2346,4390760.11,4602371.47
2347,4390719.71,4602371.47
2348,4390679.31,4602371.47
2349,4390638.91,4602283.5
2350,4390598.51,4602283.5
2351,4390558.12,4602195.53
2352,4390517.72,4602195.53
2353,4390477.32,4602107.56
2354,4390436.92,4602107.56
2355,4390396.52,4602195.53
2356,4390396.52,4602107.56
2357,4390356.12,4602019.59
2358,4390315.72,4602107.56
2359,4390275.32,4602019.59
2360,4390234.92,4602019.59
2361,4390194.52,4601931.61
2362,4390154.12,4602019.59
2363,4390113.72,4602107.56
2364,4390154.12,4602195.53
2365,4390194.52,4602283.5
2366,4390194.52,4602371.47
2367,4390194.52,4602459.44
2368,4390194.52,4602547.41
2369,4390234.92,4602635.39
2370,4390275.32,4602635.39
2371,4390275.32,4602723.36
2372,4390315.72,4602811.33
2373,4390356.12,4602811.33
2374,4390396.52,4602899.3
2375,4390436.92,4602987.27
2376,4390477.32,4602987.27
2377,4390517.72,4603075.24
2378,4390558.12,4603163.21
2379,4390598.51,4603163.21
2380,4390638.91,4603251.19
2381,4390679.31,4603251.19
2382,4390719.71,4603339.16
2383,4390760.11,4603339.16
2384,4390800.51,4603339.16
2385,4390840.91,4603427.13
2386,4390881.31,4603427.13
2387,4390921.71,4603427.13
2388,4390962.11,4603515.1
2389,4391002.51,4603515.1
2390,4391042.91,4603515.1
2391,4391083.31,4603515.1
2392,4391123.71,4603515.1
2393,4391164.11,4603515.1
2394,4391204.51,4603603.07
2395,4391244.91,4603515.1
2396,4391285.31,4603603.07
2397,4391325.71,4603515.1
2398,4391366.11,4603603.07
2399,4391406.51,4603603.07
2400,4391446.91,4603603.07
2401,4391487.31,4603603.07
2402,4391527.71,4603603.07
2403,4391568.11,4603603.07
2404,4391608.5,4603603.07
2405,4391648.9,4603603.07
2406,4391689.3,4603603.07
2407,4391729.7,4603603.07
2408,4391770.1,4603603.07
2409,4391810.5,4603603.07
2410,4391850.9,4603603.07
2411,4391891.3,4603603.07
2412,4391931.7,4603603.07
2413,4391972.1,4603603.07
2414,4392012.5,4603603.07
2415,4392052.9,4603603.07
2416,4392093.3,4603603.07
2417,4392133.7,4603603.07
2418,4392174.1,4603603.07
2419,4392214.5,4603603.07
2420,4392254.9,4603691.04
2421,4392295.3,4603691.04
2422,4392335.7,4603603.07
2423,4392335.7,4603515.1
2424,4392335.7,4603427.13
2425,4392335.7,4603339.16
2426,4392376.1,4603427.13
2427,4392376.1,4603515.1
2428,4392335.7,4603603.07
2429,4392376.1,4603691.04
2430,4392416.5,4603691.04
2431,4392456.9,4603603.07
2432,4392497.3,4603691.04
2433,4392537.7,4603691.04
2434,4392497.3,4603779.01
2435,4392497.3,4603866.98
2436,4392497.3,4603954.96
2437,4392497.3,4604042.93
2438,4392456.9,4604130.9
2439,4392416.5,4604130.9
2440,4392376.1,4604130.9
2441,4392335.7,4604218.87
2442,4392295.3,4604218.87
2443,4392254.9,4604218.87
2444,4392214.5,4604218.87
2445,4392174.1,4604306.84
2446,4392133.7,4604306.84
2447,4392093.3,4604306.84
2448,4392052.9,4604306.84
2449,4392012.5,4604306.84
2450,4391972.1,4604306.84
2451,4391931.7,4604306.84
2452,4391891.3,4604306.84
2453,4391850.9,4604306.84
2454,4391810.5,4604306.84
2455,4391770.1,4604394.81
2456,4391729.7,4604394.81
2457,4391689.3,4604394.81
2458,4391648.9,4604394.81
2459,4391608.5,4604482.78
2460,4391568.11,4604394.81
2461,4391527.71,4604394.81
2462,4391487.31,4604482.78
2463,4391446.91,4604482.78
2464,4391406.51,4604394.81
2465,4391366.11,4604394.81
2466,4391325.71,4604482.78
2467,4391285.31,4604482.78
2468,4391244.91,4604482.78
2469,4391204.51,4604482.78
2470,4391164.11,4604482.78
2471,4391123.71,4604482.78
2472,4391083.31,4604482.78
2473,4391042.91,4604482.78
2474,4391002.51,4604482.78
2475,4390962.11,4604570.76
2476,4390921.71,4604570.76
2477,4390881.31,4604570.76
2478,4390840.91,4604658.73
2479,4390800.51,4604746.7
2480,4390760.11,4604834.67
2481,4390800.51,4604922.64
2482,4390760.11,4605010.61
2483,4390760.11,4605098.58
2484,4390760.11,4605186.56
2485,4390719.71,4605274.53
2486,4390719.71,4605362.5
2487,4390719.71,4605450.47
2488,4390679.31,4605538.44
2489,4390679.31,4605626.41
2490,4390679.31,4605714.38
2491,4390679.31,4605802.36
2492,4390679.31,4605890.33
2493,4390719.71,4605978.3
2494,4390760.11,4605978.3
2495,4390800.51,4606066.27
2496,4390760.11,4606066.27
2497,4390719.71,4606154.24
2498,4390760.11,4606242.21
2499,4390800.51,4606330.18
2500,4390840.91,4606330.18
2501,4390881.31,4606418.15
2502,4390921.71,4606418.15
2503,4390962.11,4606506.13
2504,4391002.51,4606506.13
2505,4391042.91,4606506.13
2506,4391083.31,4606506.13
2507,4391123.71,4606418.15
2508,4391164.11,4606418.15
2509,4391204.51,4606506.13
2510,4391244.91,4606594.1
2511,4391285.31,4606506.13
2512,4391325.71,4606594.1
2513,4391366.11,4606682.07
2514,4391406.51,4606682.07
2515,4391446.91,4606594.1
2516,4391446.91,4606682.07
2517,4391487.31,4606770.04
2518,4391527.71,4606858.01
2519,4391568.11,4606858.01
2520,4391608.5,4606858.01
2521,4391608.5,4606945.98
2522,4391648.9,4607033.95
2523,4391689.3,4607121.93
2524,4391729.7,4607209.9
2525,4391770.1,4607209.9
2526,4391810.5,4607297.87
2527,4391850.9,4607209.9
2528,4391891.3,4607121.93
2529,4391891.3,4607209.9
2530,4391850.9,4607297.87
2531,4391850.9,4607385.84
2532,4391891.3,4607473.81
2533,4391931.7,4607473.81
2534,4391972.1,4607473.81
2535,4392012.5,4607385.84
2536,4392052.9,4607385.84
2537,4392093.3,4607297.87
2538,4392093.3,4607209.9
2539,4392133.7,4607209.9
2540,4392174.1,4607209.9
2541,4392214.5,4607209.9
2542,4392254.9,4607209.9
2543,4392295.3,4607121.93
2544,4392335.7,4607121.93
2545,4392376.1,4607033.95
2546,4392416.5,4607033.95
2547,4392456.9,4606945.98
2548,4392497.3,4606945.98
2549,4392537.7,4606858.01
2550,4392578.1,4606858.01
2551,4392618.5,4606770.04
2552,4392658.89,4606682.07
2553,4392699.29,4606682.07
2554,4392739.69,4606594.1
2555,4392780.09,4606506.13
2556,4392820.49,4606418.15
2557,4392860.89,4606418.15
2558,4392901.29,4606506.13
2559,4392941.69,4606506.13
2560,4392982.09,4606418.15
2561,4393022.49,4606330.18
2562,4393062.89,4606418.15
2563,4393103.29,4606418.15
2564,4393143.69,4606506.13
2565,4393184.09,4606418.15
2566,4393184.09,4606506.13
2567,4393184.09,4606594.1
2568,4393143.69,4606682.07
2569,4393103.29,4606770.04
2570,4393062.89,4606858.01
2571,4393022.49,4606945.98
2572,4392982.09,4607033.95
2573,4392982.09,4607121.93
2574,4392941.69,4607121.93
2575,4392901.29,4607209.9
2576,4392941.69,4607297.87
2577,4392941.69,4607385.84
2578,4392941.69,4607473.81
2579,4392941.69,4607561.78
2580,4392941.69,4607649.75
2581,4392941.69,4607737.73
2582,4392941.69,4607825.7
2583,4392901.29,4607825.7
2584,4392860.89,4607913.67
2585,4392820.49,4607825.7
2586,4392780.09,4607825.7
2587,4392739.69,4607913.67
2588,4392699.29,4607913.67
2589,4392658.89,4608001.64
2590,4392658.89,4608089.61
2591,4392658.89,4608177.58
2592,4392618.5,4608265.55
2593,4392618.5,4608353.53
2594,4392578.1,4608353.53
2595,4392537.7,4608441.5
2596,4392578.1,4608529.47
2597,4392578.1,4608617.44
2598,4392578.1,4608705.41
2599,4392537.7,4608705.41
2600,4392497.3,4608793.38
2601,4392456.9,4608881.35
2602,4392456.9,4608969.32
2603,4392456.9,4609057.3
2604,4392456.9,4609145.27
2605,4392456.9,4609233.24
2606,4392456.9,4609321.21
2607,4392456.9,4609409.18
2608,4392456.9,4609497.15
2609,4392416.5,4609585.12
2610,4392376.1,4609585.12
2611,4392335.7,4609673.1
2612,4392295.3,4609585.12
2613,4392254.9,4609585.12
2614,4392214.5,4609585.12
2615,4392174.1,4609585.12
2616,4392133.7,4609673.1
2617,4392093.3,4609673.1
2618,4392052.9,4609761.07
2619,4392093.3,4609849.04
2620,4392133.7,4609937.01
2621,4392174.1,4609849.04
2622,4392214.5,4609937.01
2623,4392214.5,4610024.98
2624,4392254.9,4610112.95
2625,4392295.3,4610200.92
2626,4392295.3,4610288.9
2627,4392335.7,4610376.87
2628,4392335.7,4610464.84
2629,4392376.1,4610552.81
2630,4392416.5,4610640.78
2631,4392416.5,4610728.75
2632,4392456.9,4610816.72
2633,4392497.3,4610816.72
2634,4392537.7,4610904.7
2635,4392578.1,4610992.67
2636,4392578.1,4611080.64
2637,4392618.5,4611168.61
2638,4392658.89,4611168.61
2639,4392699.29,4611256.58
2640,4392739.69,4611344.55
2641,4392739.69,4611432.52
2642,4392739.69,4611520.49
2643,4392739.69,4611608.47
2644,4392699.29,4611608.47
2645,4392658.89,4611608.47
2646,4392618.5,4611608.47
2647,4392578.1,4611608.47
2648,4392537.7,4611608.47
2649,4392497.3,4611608.47
2650,4392456.9,4611520.49
2651,4392416.5,4611520.49
2652,4392376.1,4611608.47
2653,4392335.7,4611608.47
2654,4392295.3,4611608.47
2655,4392254.9,4611608.47
2656,4392214.5,4611608.47
2657,4392174.1,4611608.47
2658,4392133.7,4611608.47
2659,4392093.3,4611608.47
2660,4392052.9,4611696.44
2661,4392052.9,4611784.41
2662,4392052.9,4611872.38
2663,4392052.9,4611960.35
2664,4392012.5,4612048.32
2665,4391972.1,4612136.29
2666,4391972.1,4612224.27
2667,4391931.7,4612312.24
2668,4391891.3,4612400.21
2669,4391891.3,4612488.18
2670,4391850.9,4612576.15
2671,4391850.9,4612664.12
2672,4391850.9,4612752.09
2673,4391891.3,4612840.07
2674,4391891.3,4612928.04
2675,4391891.3,4613016.01
2676,4391931.7,4613103.98
2677,4391972.1,4613191.95
2678,4391972.1,4613279.92
2679,4392012.5,4613367.89
2680,4391972.1,4613455.87
2681,4391972.1,4613543.84
2682,4391972.1,4613631.81
2683,4392012.5,4613719.78
2684,4392012.5,4613807.75
2685,4391972.1,4613895.72
2686,4391931.7,4613983.69
2687,4391891.3,4614071.66
2688,4391891.3,4614159.64
2689,4391850.9,4614159.64
2690,4391810.5,4614247.61
2691,4391810.5,4614335.58
2692,4391850.9,4614423.55
2693,4391810.5,4614423.55
2694,4391770.1,4614511.52
2695,4391729.7,4614599.49
2696,4391729.7,4614687.46
2697,4391729.7,4614775.44
2698,4391770.1,4614863.41
2699,4391770.1,4614951.38
2700,4391810.5,4615039.35
2701,4391850.9,4615039.35
2702,4391891.3,4615039.35
2703,4391891.3,4615127.32
2704,4391931.7,4615215.29
2705,4391931.7,4615303.26
2706,4391972.1,4615391.24
2707,4392012.5,4615479.21
2708,4392052.9,4615567.18
2709,4392052.9,4615655.15
2710,4392093.3,4615743.12
2711,4392133.7,4615831.09
2712,4392174.1,4615919.06
2713,4392133.7,4616007.04
2714,4392174.1,4616095.01
2715,4392174.1,4616182.98
2716,4392174.1,4616270.95
2717,4392174.1,4616358.92
2718,4392214.5,4616446.89
2719,4392214.5,4616534.86
2720,4392214.5,4616622.84
2721,4392214.5,4616710.81
2722,4392254.9,4616798.78
2723,4392254.9,4616886.75
2724,4392295.3,4616974.72
2725,4392295.3,4617062.69
2726,4392335.7,4617150.66
2727,4392376.1,4617238.63
2728,4392416.5,4617326.61
2729,4392456.9,4617414.58
2730,4392456.9,4617502.55
2731,4392497.3,4617590.52
2732,4392537.7,4617590.52
2733,4392537.7,4617678.49
2734,4392578.1,4617766.46
2735,4392618.5,4617766.46
2736,4392658.89,4617854.43
2737,4392699.29,4617766.46
2738,4392699.29,4617854.43
2739,4392739.69,4617942.41
2740,4392780.09,4617942.41
2741,4392820.49,4618030.38
2742,4392860.89,4618118.35
2743,4392901.29,4618206.32
2744,4392941.69,4618206.32
2745,4392982.09,4618294.29
2746,4393022.49,4618382.26
2747,4393062.89,4618294.29
2748,4393103.29,4618382.26
2749,4393143.69,4618470.23
2750,4393184.09,4618470.23
2751,4393224.49,4618558.21
2752,4393264.89,4618646.18
2753,4393305.29,4618646.18
2754,4393345.69,4618734.15
2755,4393386.09,4618734.15
2756,4393426.49,4618734.15
2757,4393466.89,4618822.12
2758,4393507.29,4618822.12
2759,4393547.69,4618822.12
2760,4393588.09,4618822.12
2761,4393628.49,4618822.12
2762,4393668.88,4618822.12
2763,4393709.28,4618822.12
2764,4393749.68,4618822.12
2765,4393790.08,4618822.12
2766,4393830.48,4618822.12
2767,4393870.88,4618822.12
2768,4393911.28,4618822.12
2769,4393951.68,4618822.12
2770,4393992.08,4618822.12
2771,4394032.48,4618822.12
2772,4394072.88,4618822.12
2773,4394113.28,4618822.12
2774,4394153.68,4618822.12
2775,4394194.08,4618822.12
2776,4394234.48,4618822.12
2777,4394274.88,4618822.12
2778,4394315.28,4618822.12
2779,4394355.68,4618822.12
2780,4394396.08,4618822.12
2781,4394436.48,4618822.12
2782,4394476.88,4618734.15
2783,4394517.28,4618734.15
2784,4394557.68,4618734.15
2785,4394598.08,4618734.15
2786,4394638.48,4618734.15
2787,4394678.88,4618734.15
2788,4394719.27,4618734.15
2789,4394759.67,4618734.15
2790,4394800.07,4618646.18
2791,4394840.47,4618646.18
2792,4394880.87,4618646.18
2793,4394921.27,4618646.18
2794,4394961.67,4618646.18
2795,4395002.07,4618646.18
2796,4395042.47,4618646.18
2797,4395082.87,4618646.18
2798,4395123.27,4618646.18
2799,4395163.67,4618646.18
2800,4395204.07,4618646.18
2801,4395244.47,4618646.18
2802,4395284.87,4618646.18
2803,4395325.27,4618646.18
2804,4395365.67,4618646.18
2805,4395406.07,4618646.18
2806,4395446.47,4618646.18
2807,4395486.87,4618646.18
2808,4395527.27,4618646.18
2809,4395567.67,4618646.18
2810,4395608.07,4618646.18
2811,4395648.47,4618646.18
2812,4395688.87,4618646.18
2813,4395729.27,4618646.18
2814,4395769.66,4618646.18
2815,4395810.06,4618646.18
2816,4395850.46,4618646.18
2817,4395890.86,4618646.18
2818,4395931.26,4618646.18
2819,4395971.66,4618646.18
2820,4396012.06,4618646.18
2821,4396052.46,4618646.18
2822,4396092.86,4618646.18
2823,4396133.26,4618646.18
2824,4396173.66,4618646.18
2825,4396214.06,4618646.18
2826,4396254.46,4618734.15
2827,4396294.86,4618646.18
2828,4396335.26,4618646.18
2829,4396375.66,4618734.15
2830,4396416.06,4618734.15
2831,4396456.46,4618646.18
2832,4396496.86,4618646.18
2833,4396537.26,4618646.18
2834,4396577.66,4618646.18
2835,4396618.06,4618646.18
2836,4396658.46,4618646.18
2837,4396698.86,4618646.18
2838,4396739.26,4618646.18
2839,4396779.65,4618646.18
2840,4396820.05,4618646.18
2841,4396860.45,4618646.18
2842,4396900.85,4618646.18
2843,4396941.25,4618558.21
2844,4396981.65,4618558.21
2845,4397022.05,4618558.21
2846,4397062.45,4618558.21
2847,4397102.85,4618470.23
2848,4397143.25,4618470.23
2849,4397183.65,4618470.23
2850,4397224.05,4618470.23
2851,4397264.45,4618382.26
2852,4397304.85,4618382.26
2853,4397345.25,4618294.29
2854,4397385.65,4618294.29
2855,4397426.05,4618294.29
2856,4397466.45,4618294.29
2857,4397506.85,4618206.32
2858,4397547.25,4618294.29
2859,4397587.65,4618294.29
2860,4397628.05,4618294.29
2861,4397668.45,4618206.32
2862,4397708.85,4618294.29
2863,4397749.25,4618206.32
