Point_Number,X_GaussKruger,Y_GaussKruger
998,4395406.07,4578883.11
999,4395365.67,4578795.14
1000,4395325.27,4578795.14
1001,4395284.87,4578707.17
1002,4395244.47,4578707.17
1003,4395204.07,4578707.17
1004,4395163.67,4578707.17
1005,4395123.27,4578619.2
1006,4395082.87,4578619.2
1007,4395042.47,4578619.2
1008,4395002.07,4578619.2
1009,4394961.67,4578531.23
1010,4394921.27,4578531.23
1011,4394880.87,4578531.23
1012,4394840.47,4578443.26
1013,4394800.07,4578443.26
1014,4394759.67,4578443.26
1015,4394719.27,4578443.26
1016,4394678.88,4578443.26
1017,4394638.48,4578355.28
1018,4394598.08,4578267.31
1019,4394557.68,4578267.31
1020,4394517.28,4578267.31
1021,4394476.88,4578267.31
1022,4394436.48,4578179.34
1023,4394396.08,4578267.31
1024,4394355.68,4578267.31
1025,4394315.28,4578267.31
1026,4394274.88,4578267.31
1027,4394234.48,4578267.31
1028,4394234.48,4578179.34
1029,4394274.88,4578179.34
1030,4394315.28,4578091.37
1031,4394274.88,4578003.4
1032,4394234.48,4578003.4
1033,4394194.08,4577915.43
1034,4394153.68,4577915.43
1035,4394113.28,4577827.46
1036,4394072.88,4577827.46
1037,4394032.48,4577739.48
1038,4393992.08,4577739.48
1039,4393951.68,4577651.51
1040,4393911.28,4577563.54
1041,4393870.88,4577563.54
1042,4393830.48,4577475.57
1043,4393790.08,4577387.6
1044,4393749.68,4577387.6
1045,4393709.28,4577299.63
1046,4393709.28,4577211.66
1047,4393668.88,4577123.69
1048,4393628.49,4577123.69
1049,4393628.49,4577035.71
1050,4393588.09,4576947.74
1051,4393547.69,4576947.74
1052,4393547.69,4576859.77
1053,4393547.69,4576771.8
1054,4393507.29,4576683.83
1055,4393466.89,4576595.86
1056,4393426.49,4576595.86
1057,4393466.89,4576507.89
1058,4393466.89,4576419.91
1059,4393426.49,4576331.94
1060,4393426.49,4576243.97
1061,4393466.89,4576243.97
1062,4393507.29,4576243.97
1063,4393547.69,4576243.97
1064,4393588.09,4576243.97
1065,4393628.49,4576243.97
1066,4393668.88,4576243.97
1067,4393709.28,4576243.97
1068,4393749.68,4576331.94
1069,4393709.28,4576419.91
1070,4393749.68,4576507.89
1071,4393790.08,4576595.86
1072,4393830.48,4576595.86
1073,4393870.88,4576595.86
1074,4393870.88,4576683.83
1075,4393870.88,4576771.8
1076,4393911.28,4576859.77
1077,4393951.68,4576859.77
1078,4393992.08,4576859.77
1079,4394032.48,4576947.74
1080,4394072.88,4577035.71
1081,4394113.28,4577123.69
1082,4394153.68,4577123.69
1083,4394194.08,4577211.66
1084,4394234.48,4577123.69
1085,4394274.88,4577123.69
1086,4394315.28,4577211.66
1087,4394355.68,4577299.63
1088,4394396.08,4577299.63
1089,4394436.48,4577299.63
1090,4394476.88,4577299.63
1091,4394517.28,4577299.63
1092,4394557.68,4577387.6
1093,4394598.08,4577387.6
1094,4394638.48,4577387.6
1095,4394678.88,4577387.6
1096,4394719.27,4577387.6
1097,4394759.67,4577475.57
1098,4394800.07,4577475.57
1099,4394840.47,4577475.57
1100,4394880.87,4577475.57
1101,4394921.27,4577563.54
1102,4394961.67,4577563.54
1103,4395002.07,4577475.57
1104,4395042.47,4577475.57
1105,4395082.87,4577475.57
1106,4395082.87,4577563.54
1107,4395123.27,4577651.51
1108,4395163.67,4577651.51
1109,4395204.07,4577651.51
1110,4395244.47,4577651.51
1111,4395284.87,4577651.51
1112,4395325.27,4577739.48
1113,4395365.67,4577739.48
1114,4395406.07,4577739.48
1115,4395446.47,4577739.48
1116,4395486.87,4577739.48
1117,4395527.27,4577827.46
1118,4395567.67,4577827.46
1119,4395608.07,4577827.46
1120,4395648.47,4577827.46
1121,4395688.87,4577827.46
1122,4395729.27,4577915.43
1123,4395769.66,4577915.43
1124,4395810.06,4577915.43
1125,4395850.46,4577915.43
1126,4395890.86,4577915.43
1127,4395931.26,4578003.4
1128,4395971.66,4578003.4
1129,4396012.06,4578003.4
1130,4396052.46,4578003.4
1131,4396092.86,4578091.37
1132,4396133.26,4578091.37
1133,4396173.66,4578179.34
1134,4396214.06,4578179.34
1135,4396254.46,4578179.34
1136,4396294.86,4578267.31
1137,4396335.26,4578267.31
1138,4396375.66,4578267.31
1139,4396416.06,4578267.31
1140,4396456.46,4578355.28
1141,4396496.86,4578355.28
1142,4396537.26,4578267.31
1143,4396577.66,4578267.31
1144,4396618.06,4578355.28
1145,4396658.46,4578355.28
1146,4396698.86,4578443.26
1147,4396739.26,4578443.26
1148,4396779.65,4578531.23
1149,4396820.05,4578531.23
1150,4396860.45,4578531.23
1151,4396900.85,4578531.23
1152,4396941.25,4578531.23
1153,4396981.65,4578531.23
1154,4397022.05,4578531.23
1155,4397062.45,4578531.23
1156,4397102.85,4578531.23
1157,4397143.25,4578531.23
1158,4397183.65,4578443.26
1159,4397224.05,4578443.26
1160,4397264.45,4578443.26
1161,4397304.85,4578443.26
1162,4397345.25,4578355.28
1163,4397385.65,4578355.28
1164,4397426.05,4578355.28
1165,4397466.45,4578355.28
1166,4397506.85,4578355.28
1167,4397547.25,4578355.28
1168,4397587.65,4578355.28
1169,4397628.05,4578267.31
1170,4397668.45,4578267.31
1171,4397708.85,4578179.34
1172,4397749.25,4578267.31
1173,4397789.65,4578179.34
1174,4397830.04,4578179.34
1175,4397870.44,4578179.34
1176,4397910.84,4578091.37
1177,4397951.24,4578003.4
1178,4397991.64,4578091.37
1179,4398032.04,4578091.37
1180,4398072.44,4578003.4
1181,4398112.84,4578003.4
1182,4398153.24,4578003.4
1183,4398193.64,4577915.43
1184,4398234.04,4577915.43
1185,4398274.44,4577915.43
1186,4398314.84,4577915.43
1187,4398355.24,4577827.46
1188,4398395.64,4577827.46
1189,4398436.04,4577827.46
1190,4398476.44,4577827.46
1191,4398516.84,4577827.46
1192,4398557.24,4577827.46
1193,4398597.64,4577827.46
1194,4398638.04,4577827.46
1195,4398678.44,4577827.46
1196,4398718.84,4577827.46
1197,4398759.24,4577827.46
1198,4398799.64,4577915.43
1199,4398840.04,4577827.46
1200,4398880.43,4577827.46
1201,4398920.83,4577827.46
1202,4398961.23,4577827.46
1203,4399001.63,4577915.43
1204,4399042.03,4577915.43
1205,4399082.43,4577915.43
1206,4399122.83,4577915.43
1207,4399163.23,4577915.43
1208,4399203.63,4577915.43
1209,4399244.03,4578003.4
1210,4399284.43,4578003.4
1211,4399324.83,4578003.4
1212,4399365.23,4578003.4
1213,4399405.63,4578003.4
1214,4399446.03,4578003.4
1215,4399486.43,4578003.4
1216,4399526.83,4578003.4
1217,4399567.23,4578003.4
1218,4399607.63,4578091.37
1219,4399648.03,4578091.37
1220,4399688.43,4578091.37
1221,4399728.83,4578091.37
1222,4399769.23,4578091.37
1223,4399809.63,4578091.37
1224,4399850.03,4578003.4
1225,4399890.42,4577915.43
1226,4399890.42,4578003.4
1227,4399930.82,4578091.37
1228,4399971.22,4578003.4
1229,4400011.62,4578003.4
1230,4400052.02,4578003.4
1231,4400092.42,4578003.4
1232,4400132.82,4578003.4
1233,4400173.22,4578003.4
1234,4400213.62,4577915.43
1235,4400254.02,4577915.43
1236,4400294.42,4577915.43
1237,4400334.82,4577915.43
1238,4400375.22,4577915.43
1239,4400415.62,4577827.46
1240,4400456.02,4577827.46
1241,4400496.42,4577827.46
1242,4400536.82,4577827.46
1243,4400577.22,4577739.48
1244,4400617.62,4577739.48
1245,4400658.02,4577651.51
1246,4400698.42,4577651.51
1247,4400738.82,4577651.51
1248,4400779.22,4577651.51
1249,4400819.62,4577563.54
1250,4400860.02,4577563.54
1251,4400900.42,4577563.54
1252,4400940.81,4577475.57
1253,4400981.21,4577475.57
1254,4401021.61,4577475.57
1255,4401062.01,4577387.6
1256,4401102.41,4577475.57
1257,4401142.81,4577475.57
1258,4401183.21,4577563.54
1259,4401223.61,4577563.54
1260,4401264.01,4577563.54
1261,4401304.41,4577563.54
1262,4401304.41,4577651.51
1263,4401344.81,4577739.48
1264,4401385.21,4577827.46
1265,4401385.21,4577915.43
1266,4401425.61,4578003.4
1267,4401425.61,4578091.37
1268,4401425.61,4578179.34
1269,4401425.61,4578267.31
1270,4401385.21,4578355.28
1271,4401344.81,4578355.28
1272,4401304.41,4578355.28
1273,4401264.01,4578443.26
1274,4401264.01,4578531.23
1275,4401264.01,4578619.2
1276,4401223.61,4578531.23
1277,4401183.21,4578619.2
1278,4401142.81,4578707.17
1279,4401183.21,4578795.14
1280,4401183.21,4578883.11
1281,4401142.81,4578883.11
1282,4401102.41,4578971.08
1283,4401062.01,4579059.06
1284,4401062.01,4579147.03
1285,4401021.61,4579235
1286,4401021.61,4579322.97
1287,4401021.61,4579410.94
1288,4400981.21,4579498.91
1289,4400981.21,4579586.88
1290,4401021.61,4579674.86
1291,4401021.61,4579762.83
1292,4401062.01,4579850.8
1293,4401021.61,4579938.77
1294,4401021.61,4580026.74
1295,4401021.61,4580114.71
1296,4401062.01,4580202.68
1297,4401102.41,4580202.68
1298,4401142.81,4580290.65
1299,4401183.21,4580290.65
1300,4401223.61,4580378.63
1301,4401264.01,4580378.63
1302,4401304.41,4580378.63
1303,4401344.81,4580466.6
1304,4401385.21,4580378.63
1305,4401385.21,4580290.65
1306,4401385.21,4580378.63
1307,4401425.61,4580466.6
1308,4401425.61,4580554.57
1309,4401425.61,4580642.54
1310,4401425.61,4580730.51
1311,4401466.01,4580818.48
1312,4401506.41,4580818.48
1313,4401506.41,4580906.45
1314,4401506.41,4580994.43
1315,4401506.41,4581082.4
1316,4401466.01,4581170.37
1317,4401466.01,4581258.34
1318,4401425.61,4581346.31
1319,4401425.61,4581434.28
1320,4401425.61,4581522.25
1321,4401425.61,4581610.23
1322,4401385.21,4581698.2
1323,4401385.21,4581786.17
1324,4401385.21,4581874.14
1325,4401385.21,4581962.11
1326,4401385.21,4582050.08
1327,4401344.81,4582138.05
1328,4401304.41,4582226.03
1329,4401304.41,4582314
1330,4401304.41,4582401.97
1331,4401264.01,4582489.94
1332,4401304.41,4582577.91
1333,4401304.41,4582665.88
1334,4401344.81,4582753.85
1335,4401344.81,4582841.82
1336,4401344.81,4582929.8
1337,4401385.21,4583017.77
1338,4401425.61,4583105.74
1339,4401466.01,4583193.71
1340,4401506.41,4583281.68
1341,4401506.41,4583369.65
1342,4401466.01,4583457.62
1343,4401506.41,4583545.6
1344,4401546.81,4583545.6
1345,4401587.21,4583545.6
1346,4401546.81,4583545.6
1347,4401506.41,4583633.57
1348,4401546.81,4583721.54
1349,4401587.21,4583721.54
1350,4401627.61,4583809.51
1351,4401668.01,4583897.48
1352,4401708.41,4583897.48
1353,4401748.81,4583985.45
1354,4401789.21,4583985.45
1355,4401829.61,4583985.45
1356,4401829.61,4584073.42
1357,4401789.21,4584161.4
1358,4401829.61,4584249.37
1359,4401870.01,4584337.34
1360,4401870.01,4584425.31
1361,4401829.61,4584513.28
1362,4401870.01,4584601.25
1363,4401910.41,4584689.22
1364,4401950.81,4584601.25
1365,4401991.2,4584601.25
1366,4401991.2,4584689.22
1367,4401991.2,4584777.2
1368,4402031.6,4584865.17
1369,4402072,4584953.14
1370,4402112.4,4584953.14
1371,4402152.8,4585041.11
1372,4402193.2,4585041.11
1373,4402233.6,4585041.11
1374,4402233.6,4585129.08
1375,4402274,4585217.05
1376,4402314.4,4585217.05
1377,4402314.4,4585305.02
1378,4402354.8,4585392.99
1379,4402395.2,4585392.99
1380,4402435.6,4585480.97
1381,4402435.6,4585568.94
1382,4402435.6,4585656.91
1383,4402435.6,4585744.88
1384,4402435.6,4585832.85
1385,4402435.6,4585920.82
1386,4402435.6,4586008.79
1387,4402395.2,4586008.79
1388,4402354.8,4586096.77
1389,4402314.4,4586008.79
1390,4402274,4586008.79
1391,4402233.6,4586008.79
1392,4402193.2,4585920.82
1393,4402152.8,4585920.82
1394,4402112.4,4585920.82
1395,4402072,4585920.82
1396,4402031.6,4585920.82
1397,4401991.2,4585920.82
1398,4401950.81,4585920.82
1399,4401910.41,4585920.82
1400,4401870.01,4585920.82
1401,4401829.61,4585832.85
1402,4401789.21,4585832.85
1403,4401748.81,4585744.88
1404,4401708.41,4585744.88
1405,4401668.01,4585744.88
1406,4401627.61,4585656.91
1407,4401587.21,4585656.91
1408,4401546.81,4585568.94
1409,4401506.41,4585568.94
1410,4401466.01,4585568.94
1411,4401425.61,4585480.97
1412,4401385.21,4585480.97
1413,4401344.81,4585480.97
1414,4401344.81,4585392.99
1415,4401304.41,4585305.02
1416,4401264.01,4585217.05
1417,4401223.61,4585129.08
1418,4401223.61,4585041.11
1419,4401183.21,4584953.14
1420,4401183.21,4584865.17
1421,4401142.81,4584777.2
1422,4401142.81,4584689.22
1423,4401102.41,4584601.25
1424,4401062.01,4584513.28
1425,4401021.61,4584425.31
1426,4400981.21,4584337.34
1427,4400981.21,4584249.37
1428,4400940.81,4584161.4
1429,4400900.42,4584073.42
1430,4400900.42,4583985.45
1431,4400860.02,4583897.48
1432,4400819.62,4583809.51
1433,4400779.22,4583809.51
1434,4400819.62,4583721.54
1435,4400779.22,4583633.57
1436,4400738.82,4583633.57
1437,4400738.82,4583545.6
1438,4400738.82,4583457.62
1439,4400698.42,4583369.65
1440,4400658.02,4583369.65
1441,4400658.02,4583281.68
1442,4400658.02,4583193.71
1443,4400617.62,4583105.74
1444,4400577.22,4583017.77
1445,4400536.82,4583017.77
1446,4400496.42,4583105.74
1447,4400496.42,4583193.71
1448,4400496.42,4583105.74
1449,4400456.02,4583017.77
1450,4400415.62,4583017.77
1451,4400456.02,4583017.77
1452,4400496.42,4582929.8
1453,4400536.82,4582841.82
1454,4400496.42,4582753.85
1455,4400456.02,4582753.85
1456,4400415.62,4582753.85
1457,4400375.22,4582665.88
1458,4400334.82,4582665.88
1459,4400294.42,4582577.91
1460,4400254.02,4582577.91
1461,4400213.62,4582577.91
1462,4400173.22,4582577.91
1463,4400132.82,4582489.94
1464,4400092.42,4582489.94
1465,4400052.02,4582401.97
1466,4400011.62,4582401.97
1467,4399971.22,4582401.97
1468,4399930.82,4582401.97
1469,4399890.42,4582314
1470,4399850.03,4582226.03
1471,4399809.63,4582226.03
1472,4399769.23,4582226.03
1473,4399728.83,4582226.03
1474,4399688.43,4582226.03
1475,4399648.03,4582226.03
1476,4399607.63,4582226.03
1477,4399567.23,4582226.03
1478,4399526.83,4582138.05
1479,4399486.43,4582138.05
1480,4399446.03,4582138.05
1481,4399405.63,4582138.05
1482,4399365.23,4582138.05
1483,4399324.83,4582138.05
1484,4399284.43,4582138.05
1485,4399244.03,4582138.05
1486,4399203.63,4582138.05
1487,4399163.23,4582138.05
1488,4399122.83,4582138.05
1489,4399082.43,4582226.03
1490,4399042.03,4582226.03
1491,4399001.63,4582226.03
1492,4398961.23,4582226.03
1493,4398920.83,4582226.03
1494,4398880.43,4582226.03
1495,4398840.04,4582226.03
1496,4398799.64,4582226.03
1497,4398759.24,4582226.03
1498,4398718.84,4582226.03
1499,4398678.44,4582226.03
1500,4398638.04,4582314
1501,4398597.64,4582314
1502,4398557.24,4582314
1503,4398516.84,4582226.03
1504,4398476.44,4582226.03
1505,4398436.04,4582226.03
1506,4398395.64,4582226.03
1507,4398355.24,4582314
1508,4398314.84,4582314
1509,4398274.44,4582314
1510,4398234.04,4582314
1511,4398193.64,4582314
1512,4398153.24,4582314
1513,4398112.84,4582314
1514,4398072.44,4582314
1515,4398032.04,4582314
1516,4397991.64,4582314
1517,4397951.24,4582314
1518,4397910.84,4582314
1519,4397870.44,4582314
1520,4397830.04,4582314
1521,4397789.65,4582401.97
1522,4397749.25,4582401.97
1523,4397708.85,4582401.97
1524,4397668.45,4582401.97
1525,4397628.05,4582401.97
1526,4397587.65,4582401.97
1527,4397547.25,4582401.97
1528,4397506.85,4582401.97
1529,4397466.45,4582401.97
1530,4397426.05,4582401.97
1531,4397385.65,4582401.97
1532,4397345.25,4582401.97
1533,4397304.85,4582401.97
1534,4397264.45,4582401.97
1535,4397224.05,4582401.97
1536,4397183.65,4582401.97
1537,4397143.25,4582489.94
1538,4397102.85,4582489.94
1539,4397062.45,4582489.94
1540,4397022.05,4582489.94
1541,4396981.65,4582489.94
1542,4396941.25,4582401.97
1543,4396900.85,4582489.94
1544,4396860.45,4582489.94
1545,4396820.05,4582489.94
1546,4396779.65,4582577.91
1547,4396739.26,4582577.91
1548,4396698.86,4582577.91
1549,4396658.46,4582665.88
1550,4396618.06,4582665.88
1551,4396577.66,4582753.85
1552,4396537.26,4582753.85
1553,4396496.86,4582841.82
1554,4396537.26,4582929.8
1555,4396537.26,4583017.77
1556,4396577.66,4583105.74
1557,4396618.06,4583105.74
1558,4396658.46,4583105.74
1559,4396698.86,4583105.74
1560,4396739.26,4583193.71
1561,4396779.65,4583193.71
1562,4396820.05,4583105.74
1563,4396860.45,4583105.74
1564,4396900.85,4583193.71
1565,4396941.25,4583193.71
1566,4396981.65,4583281.68
1567,4397022.05,4583281.68
1568,4397062.45,4583281.68
1569,4397102.85,4583193.71
1570,4397143.25,4583281.68
1571,4397183.65,4583369.65
1572,4397224.05,4583457.62
1573,4397264.45,4583457.62
1574,4397304.85,4583457.62
1575,4397345.25,4583457.62
1576,4397385.65,4583457.62
1577,4397385.65,4583545.6
1578,4397426.05,4583633.57
1579,4397466.45,4583633.57
1580,4397506.85,4583721.54
1581,4397547.25,4583809.51
1582,4397587.65,4583809.51
1583,4397628.05,4583809.51
1584,4397668.45,4583897.48
1585,4397708.85,4583985.45
1586,4397749.25,4583985.45
1587,4397789.65,4583985.45
1588,4397789.65,4584073.42
1589,4397830.04,4584161.4
1590,4397870.44,4584161.4
1591,4397910.84,4584161.4
1592,4397951.24,4584161.4
1593,4397951.24,4584249.37
1594,4397991.64,4584337.34
1595,4398032.04,4584425.31
1596,4398072.44,4584425.31
1597,4398112.84,4584513.28
1598,4398153.24,4584425.31
1599,4398153.24,4584337.34
1600,4398153.24,4584249.37
1601,4398193.64,4584249.37
1602,4398193.64,4584337.34
1603,4398153.24,4584425.31
1604,4398193.64,4584513.28
1605,4398234.04,4584601.25
1606,4398274.44,4584689.22
1607,4398314.84,4584777.2
1608,4398355.24,4584865.17
1609,4398395.64,4584777.2
1610,4398395.64,4584865.17
1611,4398436.04,4584953.14
1612,4398476.44,4584953.14
1613,4398516.84,4584953.14
1614,4398557.24,4585041.11
1615,4398597.64,4585041.11
1616,4398638.04,4585041.11
1617,4398638.04,4585129.08
1618,4398678.44,4585217.05
1619,4398718.84,4585217.05
1620,4398759.24,4585305.02
1621,4398799.64,4585305.02
1622,4398840.04,4585392.99
1623,4398880.43,4585305.02
1624,4398920.83,4585217.05
1625,4398920.83,4585305.02
1626,4398961.23,4585392.99
1627,4399001.63,4585392.99
1628,4398961.23,4585480.97
1629,4399001.63,4585568.94
1630,4399042.03,4585568.94
1631,4399082.43,4585656.91
1632,4399122.83,4585744.88
1633,4399163.23,4585744.88
1634,4399203.63,4585832.85
1635,4399244.03,4585920.82
1636,4399284.43,4585920.82
1637,4399324.83,4586008.79
1638,4399365.23,4586008.79
1639,4399405.63,4586096.77
1640,4399446.03,4586184.74
1641,4399486.43,4586272.71
1642,4399486.43,4586360.68
1643,4399526.83,4586448.65
1644,4399567.23,4586536.62
1645,4399607.63,4586624.59
1646,4399648.03,4586712.57
1647,4399648.03,4586800.54
1648,4399648.03,4586888.51
1649,4399688.43,4586976.48
1650,4399728.83,4587064.45
1651,4399769.23,4587152.42
1652,4399728.83,4587240.39
1653,4399728.83,4587328.37
1654,4399728.83,4587416.34
1655,4399728.83,4587504.31
1656,4399728.83,4587592.28
1657,4399688.43,4587680.25
1658,4399688.43,4587768.22
1659,4399648.03,4587768.22
1660,4399607.63,4587856.19
1661,4399567.23,4587944.16
1662,4399526.83,4587856.19
1663,4399486.43,4587944.16
1664,4399446.03,4587856.19
1665,4399405.63,4587856.19
1666,4399365.23,4587768.22
1667,4399324.83,4587768.22
1668,4399284.43,4587768.22
1669,4399284.43,4587680.25
1670,4399244.03,4587592.28
1671,4399203.63,4587592.28
1672,4399163.23,4587592.28
1673,4399203.63,4587504.31
1674,4399203.63,4587416.34
1675,4399163.23,4587328.37
1676,4399163.23,4587240.39
1677,4399122.83,4587152.42
1678,4399082.43,4587064.45
1679,4399082.43,4586976.48
1680,4399042.03,4586888.51
1681,4399001.63,4586888.51
1682,4399001.63,4586800.54
1683,4398961.23,4586712.57
1684,4398920.83,4586712.57
1685,4398961.23,4586624.59
1686,4398920.83,4586536.62
1687,4398880.43,4586448.65
1688,4398840.04,4586360.68
1689,4398799.64,4586360.68
1690,4398759.24,4586272.71
1691,4398718.84,4586272.71
1692,4398678.44,4586272.71
1693,4398638.04,4586272.71
1694,4398597.64,4586184.74
1695,4398557.24,4586184.74
1696,4398516.84,4586184.74
1697,4398476.44,4586184.74
1698,4398476.44,4586096.77
1699,4398436.04,4586008.79
1700,4398395.64,4586008.79
1701,4398355.24,4586008.79
1702,4398314.84,4585920.82
1703,4398274.44,4585920.82
1704,4398234.04,4586008.79
1705,4398193.64,4585920.82
1706,4398153.24,4585920.82
1707,4398112.84,4585920.82
1708,4398072.44,4585920.82
1709,4398032.04,4585920.82
1710,4397991.64,4585920.82
1711,4397951.24,4585920.82
1712,4397910.84,4585920.82
1713,4397870.44,4585920.82
1714,4397830.04,4585920.82
1715,4397789.65,4585920.82
1716,4397749.25,4585920.82
1717,4397708.85,4585920.82
1718,4397668.45,4585920.82
1719,4397628.05,4585920.82
1720,4397587.65,4585920.82
1721,4397547.25,4585920.82
1722,4397506.85,4586008.79
1723,4397466.45,4586008.79
1724,4397426.05,4586008.79
1725,4397385.65,4586008.79
1726,4397345.25,4586008.79
1727,4397304.85,4586008.79
1728,4397264.45,4586008.79
1729,4397224.05,4586008.79
1730,4397183.65,4586008.79
1731,4397143.25,4586096.77
1732,4397102.85,4586096.77
1733,4397062.45,4586184.74
1734,4397062.45,4586272.71
1735,4397022.05,4586272.71
1736,4396981.65,4586272.71
1737,4396941.25,4586184.74
1738,4396900.85,4586184.74
1739,4396860.45,4586272.71
1740,4396860.45,4586360.68
1741,4396820.05,4586272.71
1742,4396779.65,4586360.68
1743,4396739.26,4586448.65
1744,4396698.86,4586448.65
1745,4396658.46,4586448.65
1746,4396618.06,4586536.62
1747,4396658.46,4586624.59
1748,4396658.46,4586712.57
1749,4396618.06,4586624.59
1750,4396577.66,4586536.62
1751,4396537.26,4586624.59
1752,4396496.86,4586712.57
1753,4396496.86,4586800.54
1754,4396456.46,4586712.57
1755,4396416.06,4586712.57
1756,4396375.66,4586800.54
1757,4396335.26,4586888.51
1758,4396294.86,4586888.51
1759,4396254.46,4586976.48
1760,4396254.46,4587064.45
1761,4396254.46,4587152.42
1762,4396214.06,4587064.45
1763,4396173.66,4587064.45
1764,4396133.26,4587064.45
1765,4396092.86,4587152.42
1766,4396052.46,4587152.42
1767,4396012.06,4587240.39
1768,4395971.66,4587240.39
1769,4395931.26,4587328.37
1770,4395890.86,4587328.37
1771,4395850.46,4587416.34
1772,4395810.06,4587416.34
1773,4395769.66,4587416.34
1774,4395729.27,4587416.34
1775,4395688.87,4587416.34
1776,4395648.47,4587416.34
1777,4395608.07,4587416.34
1778,4395567.67,4587416.34
1779,4395527.27,4587504.31
1780,4395486.87,4587592.28
1781,4395446.47,4587592.28
1782,4395406.07,4587592.28
1783,4395365.67,4587592.28
1784,4395325.27,4587592.28
1785,4395284.87,4587592.28
1786,4395244.47,4587592.28
1787,4395204.07,4587592.28
1788,4395163.67,4587680.25
1789,4395123.27,4587768.22
1790,4395082.87,4587768.22
1791,4395042.47,4587768.22
1792,4395002.07,4587768.22
1793,4394961.67,4587856.19
1794,4394921.27,4587856.19
1795,4394880.87,4587944.16
1796,4394840.47,4587944.16
1797,4394800.07,4588032.14
1798,4394759.67,4588120.11
1799,4394719.27,4588208.08
1800,4394719.27,4588296.05
1801,4394678.88,4588296.05
1802,4394638.48,4588296.05
1803,4394598.08,4588384.02
1804,4394557.68,4588471.99
1805,4394517.28,4588471.99
1806,4394476.88,4588471.99
1807,4394436.48,4588559.96
1808,4394396.08,4588647.94
1809,4394355.68,4588647.94
1810,4394315.28,4588735.91
1811,4394274.88,4588823.88
1812,4394234.48,4588735.91
1813,4394194.08,4588823.88
1814,4394153.68,4588823.88
1815,4394113.28,4588911.85
1816,4394072.88,4588999.82
1817,4394032.48,4588999.82
1818,4393992.08,4588999.82
1819,4393951.68,4588999.82
1820,4393911.28,4588999.82
1821,4393870.88,4589087.79
1822,4393870.88,4589175.76
1823,4393830.48,4589175.76
1824,4393790.08,4589175.76
1825,4393749.68,4589175.76
1826,4393709.28,4589263.74
1827,4393709.28,4589351.71
1828,4393668.88,4589351.71
1829,4393628.49,4589351.71
1830,4393588.09,4589439.68
1831,4393547.69,4589527.65
1832,4393507.29,4589527.65
1833,4393466.89,4589615.62
1834,4393426.49,4589703.59
1835,4393426.49,4589791.56
1836,4393386.09,4589791.56
1837,4393345.69,4589879.54
1838,4393345.69,4589967.51
1839,4393305.29,4590055.48
1840,4393264.89,4590143.45
1841,4393264.89,4590231.42
1842,4393224.49,4590319.39
1843,4393224.49,4590407.36
1844,4393184.09,4590495.34
1845,4393184.09,4590583.31
1846,4393143.69,4590671.28
1847,4393143.69,4590759.25
1848,4393103.29,4590847.22
1849,4393103.29,4590935.19
1850,4393143.69,4591023.16
1851,4393103.29,4591111.13
1852,4393103.29,4591199.11
1853,4393143.69,4591287.08
1854,4393184.09,4591375.05
1855,4393224.49,4591375.05
1856,4393264.89,4591375.05
1857,4393305.29,4591287.08
1858,4393345.69,4591375.05
1859,4393386.09,4591375.05
1860,4393426.49,4591375.05
1861,4393466.89,4591375.05
1862,4393507.29,4591375.05
1863,4393547.69,4591463.02
1864,4393588.09,4591463.02
1865,4393628.49,4591463.02
1866,4393668.88,4591463.02
1867,4393709.28,4591463.02
1868,4393749.68,4591463.02
1869,4393790.08,4591463.02
1870,4393830.48,4591463.02
1871,4393870.88,4591550.99
1872,4393911.28,4591550.99
1873,4393951.68,4591463.02
1874,4393992.08,4591463.02
1875,4394032.48,4591550.99
1876,4394072.88,4591550.99
1877,4394113.28,4591550.99
1878,4394153.68,4591550.99
1879,4394194.08,4591550.99
1880,4394234.48,4591550.99
1881,4394274.88,4591550.99
1882,4394315.28,4591550.99
1883,4394355.68,4591550.99
1884,4394396.08,4591550.99
1885,4394436.48,4591550.99
1886,4394476.88,4591550.99
1887,4394517.28,4591550.99
1888,4394557.68,4591550.99
1889,4394598.08,4591550.99
1890,4394638.48,4591550.99
1891,4394678.88,4591550.99
1892,4394719.27,4591550.99
1893,4394759.67,4591550.99
1894,4394800.07,4591638.96
1895,4394840.47,4591550.99
1896,4394880.87,4591638.96
1897,4394921.27,4591638.96
1898,4394961.67,4591638.96
1899,4395002.07,4591638.96
1900,4395042.47,4591638.96
1901,4395082.87,4591726.93
1902,4395123.27,4591726.93
1903,4395163.67,4591726.93
1904,4395204.07,4591726.93
1905,4395244.47,4591726.93
1906,4395284.87,4591726.93
1907,4395325.27,4591726.93
1908,4395365.67,4591726.93
1909,4395406.07,4591726.93
1910,4395446.47,4591726.93
1911,4395486.87,4591726.93
1912,4395527.27,4591726.93
1913,4395567.67,4591726.93
1914,4395608.07,4591726.93
1915,4395648.47,4591726.93
1916,4395688.87,4591726.93
1917,4395729.27,4591726.93
1918,4395769.66,4591726.93
1919,4395810.06,4591726.93
1920,4395850.46,4591726.93
1921,4395890.86,4591726.93
1922,4395931.26,4591726.93
1923,4395971.66,4591726.93
1924,4396012.06,4591726.93
1925,4396052.46,4591726.93
1926,4396092.86,4591726.93
1927,4396133.26,4591726.93
1928,4396173.66,4591726.93
1929,4396214.06,4591726.93
1930,4396254.46,4591726.93
1931,4396294.86,4591726.93
1932,4396335.26,4591726.93
